Time	Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7	Channel 8
2016	86.12	83.12	65.10	42.85	40.40	36.11	31.16	22.36
2017	86.28	83.61	65.34	42.80	40.45	36.12	31.16	22.36
2018	86.41	83.79	65.67	42.62	40.22	36.08	31.13	22.37
2019	86.65	83.71	64.97	42.08	40.08	36.06	31.17	22.38
2020	86.42	83.44	64.42	42.12	40.01	36.06	31.20	22.38
2021	86.19	82.87	65.21	42.37	40.02	36.10	31.24	22.34
2022	86.37	83.38	64.94	42.40	40.25	36.09	31.08	22.34
2023	85.76	83.21	64.64	42.69	40.35	36.10	31.16	22.35
2024	86.03	83.60	64.60	42.79	40.34	36.16	31.20	22.37
2025	86.29	83.55	64.64	42.70	40.40	36.23	31.30	22.39
2026	85.98	83.73	64.42	42.36	40.33	36.23	31.27	22.37
2027	86.08	83.35	64.46	42.17	40.56	36.21	31.25	22.38
2028	86.04	83.46	64.92	42.27	40.58	36.21	31.30	22.40
2029	86.08	83.50	64.35	42.50	40.53	36.24	31.32	22.39
2030	86.43	83.86	64.49	42.36	40.68	36.25	31.32	22.41
2031	86.23	83.39	64.80	42.38	40.55	36.23	31.37	22.40
2032	86.23	83.78	65.42	42.10	40.50	36.27	31.23	22.41
2033	86.59	83.91	64.95	42.29	40.52	36.23	31.25	22.42
2034	86.77	83.97	65.10	41.92	40.40	36.22	31.31	22.40
2035	86.93	83.98	65.07	42.01	40.25	36.21	31.33	22.40
2036	86.98	83.64	65.52	42.19	40.22	36.22	31.42	22.38
2037	86.68	83.66	65.45	42.05	40.14	36.18	31.35	22.40
2038	86.53	83.46	64.72	41.93	40.19	36.21	31.34	22.40
2039	86.54	83.70	64.27	42.35	40.19	36.19	31.33	22.40
2040	86.75	83.83	64.03	42.27	40.22	36.18	31.28	22.40
2041	86.89	84.00	64.67	42.12	40.44	36.20	31.32	22.42
2042	86.97	83.92	64.61	42.40	40.48	36.21	31.39	22.43
2043	87.04	83.84	64.27	42.52	40.41	36.21	31.34	22.42
2044	86.84	83.02	64.09	42.66	40.38	36.19	31.24	22.41
2045	86.81	83.47	64.88	42.34	40.25	36.20	31.26	22.41
2046	87.00	83.35	64.15	42.12	40.26	36.20	31.28	22.40
2047	86.95	83.66	64.51	42.18	40.34	36.21	31.36	22.41
2048	86.80	83.82	64.39	42.62	40.50	36.24	31.47	22.40
2049	86.95	83.72	63.92	43.16	40.51	36.22	31.33	22.37
2050	86.91	83.36	63.81	43.01	40.40	36.21	31.40	22.38
2051	87.07	83.87	64.59	42.79	40.39	36.25	31.49	22.37
2052	87.20	84.05	64.99	42.51	40.33	36.25	31.47	22.40
2053	87.27	84.00	65.36	42.25	40.51	36.27	31.47	22.37
2054	87.37	84.02	65.24	41.98	40.54	36.25	31.37	22.36
2055	87.36	83.81	64.59	41.33	40.46	36.20	31.19	22.35
2056	87.22	83.81	64.49	41.04	40.32	36.18	31.21	22.37
2057	87.06	83.64	64.11	41.08	40.21	36.22	31.21	22.39
2058	86.70	83.17	64.33	40.78	40.09	36.21	31.23	22.41
2059	86.10	83.15	64.44	40.99	39.95	36.19	31.23	22.44
2060	86.04	83.20	64.70	41.00	39.87	36.16	31.22	22.42
2061	85.44	83.69	65.17	41.99	40.06	36.12	31.17	22.44
2062	85.98	83.84	65.21	42.61	40.15	36.14	31.23	22.44
2063	86.37	83.90	65.61	42.46	40.47	36.20	31.37	22.44
2064	86.66	83.80	65.03	42.74	40.53	36.24	31.45	22.46
2065	86.78	83.75	65.29	43.11	40.52	36.27	31.47	22.43
2066	87.04	83.92	65.80	43.41	40.24	36.18	31.31	22.41
2067	87.06	83.88	65.91	43.02	40.16	36.17	31.40	22.42
2068	86.96	83.80	65.56	42.58	40.12	36.17	31.24	22.39
2069	86.87	83.41	64.98	42.42	40.22	36.15	31.21	22.38
2070	86.74	83.37	64.75	42.60	40.22	36.14	31.26	22.39
2071	86.78	83.64	64.08	42.18	40.10	36.14	31.31	22.38
2072	86.83	83.74	63.75	41.91	40.14	36.13	31.28	22.40
2073	86.86	83.78	64.76	42.17	40.40	36.15	31.33	22.37
2074	86.99	83.74	65.58	42.15	40.36	36.27	31.37	22.39
2075	87.09	83.72	65.33	42.32	40.40	36.29	31.47	22.39
2076	87.04	83.75	65.36	42.23	40.29	36.24	31.38	22.36
2077	86.99	83.84	65.65	41.81	40.06	36.18	31.23	22.37
2078	86.90	83.84	65.91	41.98	39.96	36.15	31.12	22.34
2079	86.86	83.78	65.22	42.21	39.89	36.11	31.16	22.36
2080	86.81	83.59	64.72	42.10	39.91	36.14	31.24	22.36
2081	86.90	83.30	64.44	42.04	40.19	36.21	31.21	22.36
2082	86.83	83.29	64.56	41.78	40.14	36.19	31.09	22.35
2083	86.28	82.96	65.15	41.65	40.24	36.20	31.20	22.36
2084	86.14	83.40	64.98	41.99	40.29	36.17	31.16	22.35
2085	86.46	83.60	65.23	41.69	40.13	36.16	31.14	22.37
2086	86.43	83.39	64.54	41.87	40.14	36.19	31.22	22.38
2087	86.56	83.49	64.61	41.72	40.10	36.20	31.30	22.37
2088	86.28	83.17	64.52	41.35	40.02	36.18	31.22	22.36
2089	85.84	83.67	64.41	41.58	40.02	36.18	31.17	22.37
2090	86.20	83.76	64.61	41.66	39.88	36.16	31.18	22.37
2091	86.57	83.79	64.96	41.79	39.97	36.15	31.41	22.33
2092	86.78	83.91	65.51	42.50	39.96	36.23	31.44	22.32
2093	87.03	84.00	65.77	42.63	39.94	36.26	31.39	22.34
2094	87.10	83.97	65.15	43.04	40.24	36.24	31.27	22.34
2095	87.08	83.87	65.24	43.14	40.20	36.24	31.24	22.32
2096	86.91	83.77	65.73	42.67	40.21	36.25	31.33	22.29
2097	86.88	83.80	65.62	42.31	40.36	36.26	31.27	22.29
2098	86.90	83.75	65.69	42.39	40.74	36.32	31.24	22.30
2099	86.95	83.80	65.72	42.57	40.64	36.30	31.30	22.30
2100	86.96	83.77	65.65	42.10	40.56	36.25	31.22	22.30
2101	86.84	83.59	64.81	41.77	40.51	36.23	31.20	22.31
2102	86.71	83.58	64.28	41.66	40.67	36.24	31.15	22.32
2103	86.69	83.53	64.48	41.97	40.64	36.23	31.14	22.32
2104	86.64	83.45	64.48	42.71	40.64	36.27	31.39	22.31
2105	86.73	83.55	64.44	43.33	40.81	36.31	31.41	22.30
2106	86.74	83.59	64.96	43.49	41.15	36.35	31.39	22.30
2107	86.83	83.83	65.49	43.32	41.13	36.33	31.37	22.30
2108	86.99	83.90	65.59	42.96	41.11	36.29	31.31	22.30
2109	87.01	83.92	64.73	42.80	40.90	36.28	31.31	22.31
2110	87.02	83.91	65.48	42.26	40.90	36.28	31.43	22.33
2111	87.08	83.99	64.99	42.19	40.68	36.26	31.49	22.35
2112	87.18	84.03	65.30	42.82	40.69	36.26	31.42	22.33
2113	87.25	83.62	65.50	42.86	40.60	36.26	31.34	22.33
2114	87.10	83.54	65.47	42.75	40.56	36.26	31.23	22.34
2115	87.02	83.75	65.39	42.95	40.55	36.30	31.24	22.36
2116	87.01	83.80	65.33	42.59	40.53	36.29	31.22	22.34
2117	86.90	83.84	65.07	42.79	40.48	36.25	31.12	22.35
2118	86.91	83.68	65.36	42.84	40.40	36.24	31.12	22.36
2119	86.84	83.76	64.75	42.83	40.41	36.24	31.03	22.36
2120	87.01	83.72	64.43	42.65	40.50	36.24	31.04	22.35
2121	86.96	83.94	64.29	42.24	40.52	36.24	31.16	22.37
2122	86.70	83.15	63.88	42.13	40.77	36.27	31.26	22.36
2123	85.52	82.52	64.25	42.68	40.90	36.32	31.31	22.36
2124	84.96	82.90	64.60	42.82	40.98	36.36	31.32	22.40
2125	85.19	82.76	64.81	42.98	41.25	36.37	31.40	22.39
2126	85.81	83.58	64.76	42.93	41.29	36.34	31.31	22.38
2127	86.52	83.38	64.27	43.71	41.28	36.34	31.44	22.41
2128	86.88	83.86	65.16	43.20	41.22	36.30	31.49	22.40
2129	87.09	83.92	65.02	42.87	41.28	36.29	31.36	22.39
2130	87.24	84.12	64.92	42.61	41.11	36.27	31.31	22.38
2131	87.26	83.80	64.07	42.93	41.11	36.28	31.41	22.41
2132	87.29	83.94	64.62	43.31	41.00	36.29	31.40	22.42
2133	87.17	83.57	65.40	42.84	40.88	36.32	31.37	22.38
2134	86.95	83.40	65.75	42.97	41.05	36.36	31.29	22.37
2135	87.01	83.80	65.99	43.36	40.82	36.30	31.25	22.40
2136	87.05	83.87	65.41	43.34	40.56	36.28	31.30	22.40
2137	87.01	83.86	65.07	43.28	40.40	36.28	31.23	22.40
2138	87.05	83.85	65.48	43.45	40.29	36.29	31.32	22.41
2139	87.04	83.90	65.35	43.36	40.35	36.28	31.40	22.42
2140	87.04	83.73	64.85	43.80	40.59	36.30	31.39	22.43
2141	87.09	83.87	65.45	44.49	40.60	36.30	31.45	22.44
2142	87.20	83.97	65.58	44.46	40.77	36.28	31.51	22.42
2143	87.29	83.98	65.54	44.21	41.04	36.25	31.43	22.41
2144	87.32	83.96	65.84	44.31	40.93	36.24	31.42	22.41
2145	87.24	83.97	66.06	43.70	40.85	36.24	31.38	22.38
2146	87.22	84.03	65.70	43.41	40.92	36.24	31.35	22.38
2147	87.21	83.94	65.02	43.29	40.81	36.24	31.38	22.38
2148	87.18	83.90	64.94	43.48	40.77	36.26	31.21	22.36
2149	87.21	84.04	65.43	43.86	40.75	36.25	31.15	22.37
2150	87.16	83.97	65.55	43.16	40.64	36.27	31.20	22.38
2151	87.03	83.77	64.70	42.85	40.70	36.32	31.25	22.39
2152	86.98	83.77	65.21	42.71	40.57	36.32	31.36	22.40
2153	86.78	83.85	64.95	42.46	40.42	36.30	31.40	22.38
2154	86.91	83.91	64.80	42.32	40.44	36.29	31.39	22.37
2155	87.11	83.88	65.02	41.94	40.31	36.27	31.37	22.39
2156	87.11	83.87	64.81	41.96	40.25	36.29	31.39	22.41
2157	87.06	83.90	64.97	42.46	40.25	36.31	31.41	22.39
2158	87.06	84.11	65.66	43.29	40.24	36.33	31.49	22.40
2159	87.17	84.08	65.09	44.04	40.36	36.34	31.43	22.40
2160	87.17	83.89	65.02	43.51	40.46	36.35	31.45	22.38
2161	87.11	83.90	64.89	42.93	40.44	36.33	31.33	22.38
2162	87.03	83.92	64.94	42.78	40.57	36.32	31.28	22.38
2163	86.91	83.94	65.02	42.27	40.35	36.29	31.22	22.35
2164	86.84	83.79	65.28	42.61	40.26	36.26	31.03	22.31
2165	86.77	83.80	65.50	42.88	40.22	36.24	30.93	22.36
2166	86.76	83.73	65.05	42.52	40.42	36.24	30.90	22.39
2167	86.70	83.61	64.89	42.95	40.56	36.25	30.89	22.40
2168	86.77	83.69	65.37	43.49	40.83	36.23	30.90	22.38
2169	86.74	83.82	66.04	43.52	40.75	36.22	30.90	22.39
2170	86.93	83.88	65.60	42.89	40.72	36.24	30.98	22.41
2171	87.04	83.81	64.88	42.96	40.70	36.29	31.05	22.40
2172	87.10	83.78	64.96	43.27	40.77	36.35	31.10	22.38
2173	87.09	83.69	65.54	43.98	40.97	36.34	31.20	22.35
2174	86.96	83.76	65.05	44.18	40.78	36.37	31.23	22.34
2175	86.93	83.86	65.09	43.52	40.94	36.41	31.19	22.34
2176	87.04	83.91	65.10	43.40	40.99	36.42	31.18	22.35
2177	87.06	83.90	65.68	43.18	41.00	36.40	31.21	22.37
2178	87.04	83.80	65.14	42.90	40.91	36.41	31.24	22.38
2179	87.04	83.95	65.22	43.13	40.93	36.41	31.27	22.38
2180	87.10	84.13	65.66	43.34	41.04	36.44	31.28	22.39
2181	87.24	84.22	65.98	43.93	40.96	36.42	31.35	22.40
2182	87.04	83.82	65.95	43.97	40.93	36.42	31.59	22.39
2183	87.03	84.08	65.28	43.43	40.92	36.44	31.58	22.38
2184	87.34	84.24	65.91	43.26	40.89	36.41	31.54	22.36
2185	87.42	84.17	66.01	43.07	40.78	36.39	31.48	22.33
2186	87.32	83.97	65.59	42.74	40.67	36.38	31.58	22.34
2187	87.12	83.44	64.92	42.21	40.73	36.45	31.56	22.36
2188	86.90	83.01	64.30	42.52	40.92	36.46	31.52	22.36
2189	86.99	83.21	64.56	42.83	41.19	36.41	31.36	22.34
2190	85.93	82.80	64.76	42.72	41.09	36.38	31.25	22.34
2191	86.00	83.66	64.77	42.45	41.01	36.38	31.17	22.32
2192	86.60	84.09	64.45	42.54	40.84	36.34	31.27	22.32
2193	86.80	83.69	64.75	42.49	40.73	36.35	31.37	22.33
2194	85.95	83.31	64.69	42.45	40.67	36.39	31.32	22.32
2195	85.83	83.85	65.22	42.45	40.64	36.37	31.29	22.33
2196	86.37	84.00	65.23	42.36	40.75	36.37	31.25	22.33
2197	86.62	83.56	65.20	42.15	40.85	36.37	31.25	22.32
2198	86.68	83.76	64.87	41.62	40.71	36.40	31.21	22.34
2199	86.79	83.80	65.15	41.53	40.60	36.46	31.15	22.34
2200	86.72	83.78	65.62	41.73	40.56	36.41	31.13	22.32
2201	86.84	83.94	66.09	42.08	40.63	36.44	31.13	22.33
2202	86.83	84.00	66.24	42.38	40.65	36.44	31.19	22.34
2203	86.76	84.06	65.72	42.18	40.51	36.38	31.20	22.35
2204	86.70	84.03	65.93	42.13	40.44	36.35	31.28	22.34
2205	86.75	83.92	66.01	42.28	40.31	36.38	31.24	22.39
2206	86.80	83.81	66.08	42.62	40.34	36.38	31.26	22.39
2207	86.84	83.84	65.37	42.63	40.48	36.39	31.38	22.40
2208	86.88	83.77	65.44	43.12	40.58	36.41	31.41	22.40
2209	86.96	83.93	66.23	43.35	40.52	36.39	31.42	22.40
2210	86.85	83.93	66.18	43.66	40.53	36.35	31.45	22.39
2211	86.64	83.99	65.92	43.31	40.54	36.34	31.38	22.39
2212	86.88	83.89	65.26	43.07	40.58	36.34	31.37	22.42
2213	86.52	83.63	65.12	42.78	40.70	36.38	31.34	22.43
2214	86.27	83.88	65.16	42.61	40.60	36.38	31.31	22.41
2215	86.64	83.98	65.20	42.63	40.63	36.38	31.26	22.42
2216	86.88	84.10	65.85	42.60	40.50	36.35	31.20	22.39
2217	86.94	83.89	65.46	42.07	40.30	36.35	31.23	22.36
2218	87.04	83.87	65.45	41.88	40.29	36.40	31.36	22.34
2219	87.15	83.80	64.84	42.24	40.32	36.47	31.60	22.37
2220	86.83	83.21	64.70	43.09	40.39	36.47	31.58	22.37
2221	86.13	83.70	65.55	43.48	40.57	36.45	31.60	22.38
2222	86.54	84.09	65.72	42.90	40.57	36.47	31.56	22.37
2223	86.89	84.23	65.37	42.42	40.48	36.47	31.46	22.35
2224	87.17	84.27	65.55	42.31	40.54	36.47	31.48	22.36
2225	87.25	84.28	65.70	42.21	40.35	36.44	31.50	22.37
2226	87.30	84.26	66.04	42.66	40.23	36.40	31.47	22.39
2227	87.09	83.99	65.68	42.74	40.20	36.44	31.64	22.43
2228	86.74	84.01	64.85	42.15	40.21	36.51	31.74	22.43
2229	87.03	84.09	64.38	41.91	40.10	36.52	31.57	22.41
2230	86.92	83.53	64.35	41.46	40.12	36.46	31.47	22.40
2231	87.12	83.88	64.73	41.27	40.01	36.46	31.47	22.41
2232	87.28	84.09	64.97	41.65	39.96	36.44	31.48	22.40
2233	87.33	84.11	65.07	42.22	40.03	36.42	31.49	22.41
2234	87.34	84.08	64.92	43.08	40.19	36.43	31.44	22.42
2235	87.20	84.09	64.86	43.33	40.33	36.43	31.45	22.43
2236	87.40	84.22	65.69	43.51	40.43	36.46	31.39	22.41
2237	87.43	84.25	65.87	43.98	40.46	36.47	31.27	22.41
2238	87.29	84.26	66.33	44.26	40.40	36.43	31.23	22.41
2239	87.14	84.16	66.21	44.67	40.41	36.45	31.26	22.41
2240	87.06	84.19	66.27	44.69	40.48	36.47	31.28	22.42
2241	87.10	84.17	66.47	44.25	40.43	36.47	31.29	22.42
2242	87.14	84.02	66.02	44.43	40.43	36.43	31.23	22.41
2243	86.91	83.91	66.11	43.87	40.33	36.40	31.24	22.40
2244	86.35	83.71	65.91	43.90	40.17	36.36	31.19	22.39
2245	86.76	84.03	66.16	43.71	40.09	36.35	31.11	22.37
2246	86.99	84.03	66.15	44.01	40.13	36.35	31.08	22.37
2247	87.09	84.04	66.27	44.07	40.18	36.35	31.08	22.36
2248	87.18	83.76	65.54	43.37	40.27	36.33	31.20	22.36
2249	87.02	83.17	65.11	43.31	40.39	36.33	31.21	22.35
2250	86.69	83.65	65.68	43.19	40.38	36.35	31.18	22.36
2251	86.92	83.96	65.87	42.99	40.30	36.35	31.14	22.40
2252	87.07	84.05	65.57	42.55	40.15	36.32	31.13	22.40
2253	87.11	84.03	65.38	42.45	40.06	36.31	31.09	22.40
2254	86.54	83.75	64.93	42.56	40.02	36.31	31.13	22.40
2255	86.42	83.38	64.60	42.41	39.97	36.28	31.13	22.39
2256	86.49	83.19	64.67	42.26	40.07	36.31	31.15	22.40
2257	86.61	83.74	65.13	42.46	40.34	36.37	31.22	22.41
2258	86.83	83.96	65.87	42.99	40.66	36.37	31.11	22.39
2259	86.97	84.05	65.68	43.30	40.76	36.38	31.01	22.39
2260	87.04	84.07	65.59	43.06	40.69	36.39	31.08	22.37
2261	86.72	83.35	64.39	42.35	40.50	36.38	31.08	22.39
2262	86.79	83.33	64.08	42.03	40.44	36.35	31.01	22.40
2263	86.53	83.54	64.16	41.81	40.52	36.36	31.09	22.39
2264	86.06	83.57	64.88	41.84	40.60	36.41	31.17	22.41
2265	86.36	83.91	65.63	41.65	40.70	36.44	31.16	22.42
2266	86.72	83.98	65.81	41.74	40.52	36.39	31.13	22.41
2267	86.92	84.04	66.10	42.05	40.40	36.36	31.09	22.40
2268	87.09	84.11	66.10	42.21	40.43	36.37	31.14	22.43
2269	87.04	84.10	65.94	41.97	40.29	36.38	31.15	22.41
2270	87.15	84.03	65.45	41.78	40.23	36.37	31.17	22.42
2271	87.07	83.95	65.27	41.70	40.27	36.41	31.34	22.41
2272	87.03	83.96	65.15	41.61	40.28	36.37	31.27	22.39
2273	86.96	83.96	65.13	42.04	40.32	36.37	31.30	22.40
2274	87.00	83.93	64.95	42.24	40.58	36.40	31.39	22.40
2275	87.05	83.88	64.52	42.53	40.80	36.44	31.52	22.40
2276	87.01	83.89	65.11	42.86	41.07	36.40	31.43	22.37
2277	86.88	83.83	65.45	43.20	40.89	36.35	31.38	22.39
2278	86.89	83.96	65.69	43.43	40.80	36.38	31.42	22.41
2279	86.91	83.95	65.22	43.28	40.83	36.42	31.52	22.42
2280	86.97	83.95	64.92	43.56	40.89	36.45	31.68	22.44
2281	87.17	84.03	64.93	43.76	41.24	36.52	31.83	22.45
2282	87.31	83.93	65.73	44.11	41.31	36.55	31.82	22.42
2283	87.44	84.12	66.23	43.29	41.17	36.58	31.94	22.39
2284	87.47	84.24	65.99	42.68	41.32	36.68	31.91	22.41
2285	87.42	84.22	65.58	42.41	41.55	36.72	31.89	22.43
2286	87.28	83.92	65.65	42.76	41.68	36.70	31.98	22.44
2287	87.15	83.96	66.15	42.64	41.70	36.69	32.05	22.45
2288	87.08	83.52	65.76	42.45	41.65	36.68	32.02	22.40
2289	86.52	83.81	65.76	42.21	41.70	36.59	31.99	22.39
2290	86.96	84.08	65.84	42.42	41.54	36.50	31.92	22.39
2291	87.20	83.98	66.41	42.35	41.12	36.46	31.76	22.37
2292	87.33	84.06	66.08	42.67	40.95	36.45	31.71	22.40
2293	87.28	82.93	65.36	42.70	40.92	36.47	31.78	22.41
2294	87.11	83.24	64.94	42.95	40.84	36.50	31.94	22.40
2295	86.87	83.48	65.50	42.28	40.68	36.53	32.01	22.39
2296	87.19	83.84	64.94	41.67	40.82	36.51	31.92	22.39
2297	87.22	83.95	64.63	41.88	40.91	36.55	31.99	22.41
2298	87.41	83.98	65.25	41.95	41.01	36.58	32.09	22.42
2299	87.59	83.92	65.32	41.98	40.80	36.57	32.20	22.41
2300	87.19	83.51	64.89	42.35	40.74	36.57	31.99	22.40
2301	87.17	83.20	64.45	42.48	40.89	36.59	31.90	22.38
2302	87.19	83.40	64.67	43.10	40.82	36.60	31.83	22.38
2303	87.30	83.36	65.25	43.72	40.82	36.62	31.86	22.38
2304	87.11	83.95	65.23	43.34	40.78	36.60	31.79	22.38
2305	87.39	84.19	65.12	43.33	40.74	36.58	31.77	22.37
2306	87.57	84.22	65.30	43.33	40.67	36.62	31.82	22.39
2307	87.72	84.38	65.90	44.42	40.97	36.63	31.79	22.41
2308	87.74	84.36	66.32	44.79	40.95	36.59	31.64	22.39
2309	87.57	84.19	65.65	44.51	41.17	36.59	31.61	22.39
2310	87.69	84.37	65.71	44.07	41.02	36.55	31.53	22.37
2311	87.83	84.45	65.90	43.39	40.87	36.53	31.59	22.36
2312	87.84	84.42	65.80	43.14	40.87	36.54	31.50	22.35
2313	87.83	84.36	65.45	42.89	40.79	36.50	31.39	22.35
2314	87.68	84.28	65.80	42.98	40.74	36.50	31.41	22.36
2315	87.51	84.25	65.17	42.95	40.72	36.52	31.43	22.36
2316	87.51	84.19	65.12	43.00	40.72	36.55	31.54	22.38
2317	87.51	83.85	65.53	43.05	40.61	36.61	31.55	22.41
2318	87.56	84.11	65.74	43.29	40.49	36.61	31.49	22.42
2319	87.55	84.21	66.07	44.03	40.51	36.55	31.45	22.42
2320	87.54	84.30	66.53	43.71	40.50	36.56	31.43	22.43
2321	87.59	84.26	66.53	43.47	40.60	36.59	31.43	22.43
2322	87.61	84.13	66.57	43.86	40.70	36.60	31.45	22.45
2323	87.66	84.21	66.61	44.22	40.61	36.62	31.44	22.43
2324	87.65	84.21	66.72	44.02	40.61	36.63	31.53	22.42
2325	87.41	83.82	66.36	43.87	40.87	36.60	31.57	22.43
2326	87.47	84.18	66.34	44.02	40.94	36.60	31.60	22.40
2327	87.48	84.17	66.51	43.85	40.98	36.61	31.43	22.39
2328	87.48	84.21	66.79	43.81	40.91	36.58	31.53	22.40
2329	87.42	84.27	66.77	43.01	40.84	36.58	31.70	22.39
2330	87.27	84.17	65.90	43.33	40.94	36.60	31.66	22.39
2331	87.21	83.50	65.51	43.18	40.84	36.63	31.59	22.40
2332	87.15	83.49	66.20	43.80	40.99	36.69	31.73	22.39
2333	87.15	83.78	66.45	43.88	41.08	36.72	31.88	22.41
2334	87.19	84.02	66.23	43.84	41.32	36.78	32.12	22.42
2335	87.32	84.15	65.55	43.54	41.33	36.84	32.47	22.44
2336	87.38	83.79	64.99	43.29	41.28	36.82	32.49	22.45
2337	86.78	83.82	64.65	43.13	41.10	36.75	32.36	22.47
2338	86.32	83.49	64.27	42.96	40.94	36.66	32.19	22.47
2339	85.93	83.26	64.74	43.59	40.85	36.64	32.14	22.47
2340	86.34	84.01	65.60	42.97	40.67	36.66	32.09	22.48
2341	86.80	84.28	66.02	42.76	40.55	36.66	32.07	22.49
2342	87.11	84.13	65.74	43.03	40.71	36.73	32.13	22.49
2343	87.27	83.92	65.76	43.58	40.85	36.79	32.21	22.50
2344	87.20	84.34	66.28	43.54	40.98	36.83	32.22	22.48
2345	87.34	84.53	65.20	42.88	40.86	36.76	32.12	22.48
2346	87.50	84.64	64.63	42.84	40.86	36.75	32.10	22.48
2347	87.51	84.54	65.04	42.45	40.61	36.72	31.96	22.46
2348	87.51	84.33	64.31	42.49	40.56	36.68	31.84	22.45
2349	87.52	84.42	65.06	42.34	40.52	36.70	31.81	22.46
2350	87.61	84.52	65.62	42.10	40.66	36.74	31.69	22.45
2351	87.60	84.57	65.43	42.46	40.59	36.72	31.59	22.43
2352	87.63	84.38	64.60	42.93	40.58	36.63	31.56	22.42
2353	87.50	84.15	64.57	42.92	40.54	36.62	31.60	22.43
2354	87.57	84.24	65.37	43.14	40.57	36.66	31.60	22.46
2355	87.54	84.31	65.87	43.43	40.72	36.72	31.63	22.47
2356	87.56	84.34	66.37	43.81	40.90	36.74	31.70	22.47
2357	87.56	84.45	66.22	44.14	40.98	36.74	31.67	22.45
2358	87.62	84.47	66.67	44.28	40.87	36.70	31.56	22.42
2359	87.53	84.40	67.01	43.72	40.76	36.70	31.46	22.42
2360	87.46	84.36	66.57	43.30	40.63	36.68	31.44	22.40
2361	87.35	84.26	66.15	43.04	40.64	36.62	31.38	22.44
2362	87.26	84.14	66.33	43.51	40.57	36.64	31.37	22.44
2363	87.25	84.09	66.48	43.38	40.67	36.65	31.40	22.46
2364	87.28	83.73	66.25	43.80	40.65	36.64	31.31	22.42
2365	87.31	83.73	66.48	44.04	40.53	36.62	31.39	22.42
2366	87.34	84.00	65.97	43.89	40.51	36.60	31.43	22.41
2367	87.45	84.18	66.36	44.16	40.52	36.57	31.44	22.42
2368	87.56	84.18	66.91	43.74	40.56	36.59	31.51	22.43
2369	87.62	84.28	66.84	44.03	40.75	36.60	31.56	22.45
2370	87.61	84.06	66.13	44.01	40.81	36.66	31.68	22.47
2371	86.35	82.71	65.60	43.99	40.88	36.73	31.75	22.44
2372	85.84	83.06	65.05	44.54	40.89	36.75	31.80	22.45
2373	85.68	83.43	65.90	45.02	41.02	36.79	31.84	22.44
2374	85.68	83.27	65.80	45.33	41.31	36.79	31.94	22.44
2375	85.42	82.90	65.59	45.45	41.34	36.83	32.00	22.40
2376	85.89	83.13	66.16	45.44	41.42	36.88	32.04	22.41
2377	86.54	83.96	66.40	45.55	41.46	36.83	32.02	22.43
2378	87.03	84.24	66.85	45.84	41.60	36.83	32.00	22.46
2379	87.44	84.57	67.37	46.31	41.95	36.80	31.96	22.47
2380	87.64	84.54	67.54	45.44	41.86	36.83	32.02	22.47
2381	87.66	84.56	67.57	45.16	41.77	36.82	32.01	22.47
2382	87.48	84.25	66.52	44.34	41.72	36.85	32.28	22.47
2383	86.62	84.24	65.86	44.13	41.96	36.93	32.39	22.47
2384	85.95	84.24	66.20	44.61	42.23	36.96	32.30	22.46
2385	86.47	83.81	66.71	45.04	42.39	36.93	32.29	22.44
2386	86.32	84.30	67.14	45.34	42.08	36.90	32.17	22.45
2387	86.71	84.60	66.71	45.56	41.86	36.90	32.18	22.45
2388	86.93	84.73	65.72	44.99	41.82	36.89	32.12	22.45
2389	87.22	84.72	65.56	44.67	41.61	36.87	31.89	22.45
2390	87.37	84.75	65.73	45.18	41.54	36.85	31.96	22.46
2391	87.58	84.87	66.46	44.80	41.57	36.88	32.01	22.48
2392	87.76	84.83	66.44	44.99	41.62	36.89	32.02	22.48
2393	87.86	84.80	66.47	44.63	41.47	36.87	32.12	22.47
2394	87.90	84.75	66.19	43.87	41.35	36.85	32.08	22.47
2395	87.83	84.41	65.46	43.39	41.21	36.89	31.97	22.46
2396	87.66	83.75	64.87	43.24	41.22	36.97	31.92	22.46
2397	87.30	84.14	65.86	44.13	41.52	37.01	31.96	22.44
2398	86.93	84.09	66.61	44.98	41.36	36.95	31.93	22.45
2399	87.06	84.42	66.68	44.24	41.18	36.91	31.91	22.43
2400	87.29	84.44	65.81	44.32	41.18	36.91	31.87	22.42
2401	87.07	84.58	66.10	43.95	41.29	36.89	31.76	22.42
2402	87.19	84.69	66.34	43.66	41.33	36.88	31.77	22.43
2403	87.47	84.70	66.63	43.07	41.15	36.84	31.79	22.42
2404	87.65	84.60	65.84	43.11	41.29	36.83	31.77	22.43
2405	87.75	84.49	65.30	43.82	41.22	36.84	31.86	22.44
2406	87.75	84.45	65.87	44.35	41.11	36.84	31.82	22.42
2407	87.76	84.25	66.01	44.33	41.01	36.79	31.70	22.39
2408	87.67	84.54	66.27	44.07	40.97	36.79	31.82	22.41
2409	87.66	84.61	65.73	43.57	41.02	36.79	31.96	22.43
2410	87.70	84.58	65.60	43.42	41.09	36.82	31.90	22.42
2411	87.69	84.41	66.26	43.71	41.11	36.75	31.74	22.41
2412	87.70	84.32	66.34	43.47	41.10	36.76	31.71	22.40
2413	87.71	84.41	65.41	43.10	41.04	36.81	31.78	22.40
